"client_id","age","job.admin.","job.blue-collar","job.entrepreneur","job.housemaid","job.management","job.retired","job.self-employed","job.services","job.student","job.technician","job.unemployed","job.unknown","marital.divorced","marital.married","marital.single","marital.unknown","education.basic.4y","education.basic.6y","education.basic.9y","education.high.school","education.professional.course","education.university.degree","education.unknown","default.no","default.unknown","housing.no","housing.unknown","housing.yes","loan.no","loan.unknown","loan.yes","contact.cellular","contact.telephone","month.apr","month.aug","month.dec","month.jul","month.jun","month.mar","month.may","month.nov","month.oct","month.sep","day_of_week.fri","day_of_week.mon","day_of_week.thu","day_of_week.tue","day_of_week.wed","campaign","pdays","previous","poutcome.failure","poutcome.nonexistent","poutcome.success","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","age.binned","pdays_999"
114,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,1,TRUE
115,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,999,1,1,0,0,-0.1,93.2,-42,4.153,5195.8,1,TRUE
119,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,999,0,0,1,0,-0.1,93.2,-42,4.021,5195.8,1,TRUE
120,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.968,5228.1,2,TRUE
124,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,1,TRUE
126,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,999,0,0,1,0,-2.9,92.963,-40.8,1.26,5076.2,1,TRUE
130,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,999,0,0,1,0,-2.9,92.469,-33.6,1.072,5076.2,2,TRUE
131,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,2,TRUE
137,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,999,0,0,1,0,1.4,94.465,-41.8,4.947,5228.1,1,TRUE
142,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,999,0,0,1,0,1.4,94.465,-41.8,4.967,5228.1,2,TRUE
147,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,999,0,0,1,0,1.4,93.444,-36.1,4.967,5228.1,1,TRUE
153,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,2,TRUE
157,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,2,TRUE
159,49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,999,0,0,1,0,-1.8,93.075,-47.1,1.415,5099.1,2,TRUE
160,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,999,0,0,1,0,1.4,94.465,-41.8,4.958,5228.1,1,TRUE
164,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,1,TRUE
169,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,1,0,0,1,-1.8,92.893,-46.2,1.354,5099.1,2,FALSE
171,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,999,0,0,1,0,-1.8,92.893,-46.2,1.244,5099.1,2,TRUE
172,42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,2,TRUE
174,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,2,TRUE
178,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,1,TRUE
181,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,999,0,0,1,0,-2.9,92.201,-31.4,0.873,5076.2,1,TRUE
182,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,1,TRUE
184,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,1,TRUE
186,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,1,TRUE
187,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,2,TRUE
192,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,1,TRUE
194,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,1,TRUE
195,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,999,1,1,0,0,-0.1,93.2,-42,4.12,5195.8,1,TRUE
197,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,1,TRUE
199,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,1,TRUE
203,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,2,TRUE
204,82,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,4,0,0,1,-1.1,94.199,-37.5,0.879,4963.6,4,FALSE
206,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,2,TRUE
208,47,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,2,TRUE
209,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,2,TRUE
216,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,1,TRUE
227,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,999,0,0,1,0,-2.9,92.963,-40.8,1.268,5076.2,1,TRUE
230,57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,2,TRUE
232,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,999,0,0,1,0,-1.8,92.893,-46.2,1.344,5099.1,1,TRUE
237,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,2,TRUE
240,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,1,TRUE
248,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,2,TRUE
250,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,1,TRUE
254,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,999,0,0,1,0,1.4,94.465,-41.8,4.962,5228.1,1,TRUE
257,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,1,TRUE
258,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,1,TRUE
264,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,999,0,0,1,0,-1.8,92.893,-46.2,1.244,5099.1,2,TRUE
266,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,2,TRUE
268,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,999,0,0,1,0,-2.9,92.201,-31.4,0.838,5076.2,2,TRUE
273,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,2,TRUE
276,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,1,TRUE
278,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,1,TRUE
285,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,1,TRUE
288,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,1,TRUE
289,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.959,5228.1,2,TRUE
291,47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,2,TRUE
292,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,1,TRUE
294,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,1,TRUE
298,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,2,TRUE
